Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3216802_1	(1.0, 1.9935095039406583)	(2.0, 1.1126564673157162)	(3.0, 0.6780250347705146)	(4.0, 0.6258692628650904)	(5.0, 0.34770514603616137)	(6.0, 0.34770514603616137)	(7.0, 0.3245248029670839)	(8.0, 0.27816411682892905)	(9.0, 0.2086230876216968)	('>10', 7.3018080667593885)	('>50', 2.868567454798331)	('>100', 8.420259619842374)	('>500', 7.846546128882707)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 67.64603616133519)
SRR3216803_1	(1.0, 5.101394169835234)	(2.0, 3.2636248415716094)	(3.0, 1.8060836501901139)	(4.0, 1.3307984790874523)	(5.0, 0.9505703422053232)	(6.0, 0.38022813688212925)	(7.0, 0.3326996197718631)	(8.0, 0.25348542458808615)	(9.0, 0.42775665399239543)	('>10', 10.630544993662864)	('>50', 4.0399239543726235)	('>100', 38.5297845373891)	('>500', 13.102027883396705)	('>1k', 19.8510773130545)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216804_1	(1.0, 4.352941176470588)	(2.0, 2.588235294117647)	(3.0, 1.5294117647058825)	(4.0, 0.7843137254901961)	(5.0, 0.8823529411764706)	(6.0, 0.7058823529411765)	(7.0, 1.2352941176470587)	(8.0, 0.4705882352941176)	(9.0, 0.8823529411764706)	('>10', 13.0)	('>50', 15.92156862745098)	('>100', 26.90196078431373)	('>500', 30.745098039215684)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216805_1	(1.0, 2.161034626616604)	(2.0, 1.6520650813516897)	(3.0, 1.276595744680851)	(4.0, 0.8677513558614935)	(5.0, 1.3350020859407592)	(6.0, 0.6508135168961202)	(7.0, 0.8760951188986232)	(8.0, 0.8010012515644556)	(9.0, 0.9011264080100125)	('>10', 6.307884856070088)	('>50', 2.5114726741760536)	('>100', 4.4722569879015435)	('>500', 4.547350855235711)	('>1k', 29.28660826032541)	('>5k', 42.35294117647059)	('>10k+', 0.0)
SRR3216806_1	(1.0, 3.369538385583806)	(2.0, 2.517896815601086)	(3.0, 1.3700320908417674)	(4.0, 1.3330041964946926)	(5.0, 1.1725499876573686)	(6.0, 0.8886694643297952)	(7.0, 1.8143668230066652)	(8.0, 1.5798568254751912)	(9.0, 1.3330041964946926)	('>10', 8.923722537645027)	('>50', 8.886694643297952)	('>100', 3.9002715378918786)	('>500', 14.070599851888424)	('>1k', 48.839792643791654)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216807_1	(1.0, 3.090222575516693)	(2.0, 2.563593004769475)	(3.0, 1.341414944356121)	(4.0, 0.9141494435612083)	(5.0, 1.192368839427663)	(6.0, 1.0731319554848966)	(7.0, 1.043322734499205)	(8.0, 0.6359300476947536)	(9.0, 0.6259936406995231)	('>10', 9.598569157392687)	('>50', 5.007949125596185)	('>100', 26.440779014308426)	('>500', 0.0)	('>1k', 46.47257551669316)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216808_1	(1.0, 4.916916371560882)	(2.0, 2.805774993189867)	(3.0, 2.083900844456551)	(4.0, 1.579950967038954)	(5.0, 0.9534186870062654)	(6.0, 0.6537728139471534)	(7.0, 0.3813674748025061)	(8.0, 0.8716970852628712)	(9.0, 0.8580768183056389)	('>10', 15.309180059929176)	('>50', 5.271043312448924)	('>100', 38.57259602288205)	('>500', 25.742304549169166)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216809_1	(1.0, 4.913430042115115)	(2.0, 2.8076743097800656)	(3.0, 1.6378100140383716)	(4.0, 1.4974262985493683)	(5.0, 1.3258462018405865)	(6.0, 1.3102480112306973)	(7.0, 0.6551240056153487)	(8.0, 0.6239276243955701)	(9.0, 0.28076743097800655)	('>10', 12.603338012790516)	('>50', 11.07471533302137)	('>100', 13.960380595850882)	('>500', 24.45796287630635)	('>1k', 22.851349243487757)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216810_1	(1.0, 3.9555555555555553)	(2.0, 2.311111111111111)	(3.0, 2.0444444444444447)	(4.0, 1.6592592592592592)	(5.0, 0.6666666666666667)	(6.0, 0.8888888888888888)	(7.0, 1.1407407407407408)	(8.0, 0.35555555555555557)	(9.0, 0.4)	('>10', 6.488888888888889)	('>50', 4.207407407407407)	('>100', 15.851851851851853)	('>500', 8.785185185185185)	('>1k', 51.24444444444445)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216811_1	(1.0, 2.039007092198582)	(2.0, 1.2411347517730498)	(3.0, 1.0638297872340425)	(4.0, 0.8421985815602837)	(5.0, 0.9419326241134751)	(6.0, 0.9308510638297872)	(7.0, 0.6205673758865249)	(8.0, 0.6205673758865249)	(9.0, 0.39893617021276595)	('>10', 6.327570921985816)	('>50', 1.8838652482269502)	('>100', 1.4073581560283688)	('>500', 7.867907801418441)	('>1k', 0.0)	('>5k', 73.81427304964538)	('>10k+', 0.0)
SRR3216812_1	(1.0, 1.602121429755262)	(2.0, 0.9281255179271863)	(3.0, 0.563504778741506)	(4.0, 0.6850450251367328)	(5.0, 0.5248328821612066)	(6.0, 0.6297994585934479)	(7.0, 0.23203137948179658)	(8.0, 0.26517871940776755)	(9.0, 0.09944201977791281)	('>10', 8.645931164024088)	('>50', 2.7070327606209603)	('>100', 8.198442075023479)	('>500', 0.0)	('>1k', 9.6182531351859)	('>5k', 0.0)	('>10k+', 65.30025965416274)
SRR3216813_1	(1.0, 0.8744316194473591)	(2.0, 0.6715634837355718)	(3.0, 0.2938090241343127)	(4.0, 0.47569080097936345)	(5.0, 0.27981811822315494)	(6.0, 0.5876180482686254)	(7.0, 0.3917453655124169)	(8.0, 0.27981811822315494)	(9.0, 0.3777544596012592)	('>10', 5.036726128016789)	('>50', 0.36376355369010144)	('>100', 0.0)	('>500', 0.0)	('>1k', 12.98356068555439)	('>5k', 0.0)	('>10k+', 77.3837005946135)
SRR3216814_1	(1.0, 1.2244098344597905)	(2.0, 0.8423939661083358)	(3.0, 0.49955921245959445)	(4.0, 0.5093544911352728)	(5.0, 0.14692918013517484)	(6.0, 0.7052600646488393)	(7.0, 0.34283475364874133)	(8.0, 0.940346752865119)	(9.0, 0.35263003232441964)	('>10', 3.6340483886766575)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 15.9956900773827)	('>5k', 74.80654324615536)	('>10k+', 0.0)
SRR3216815_1	(1.0, 3.872123466997382)	(2.0, 2.9764365440264573)	(3.0, 1.7775940471269118)	(4.0, 1.7638142483119748)	(5.0, 1.4468788755684168)	(6.0, 1.4882182720132286)	(7.0, 0.6752101419319279)	(8.0, 0.6614303431169904)	(9.0, 0.37205456800330716)	('>10', 12.746313903817006)	('>50', 6.187129667906849)	('>100', 20.62835882596114)	('>500', 18.010197051123054)	('>1k', 27.39424004409536)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216816_1	(1.0, 1.40746446327288)	(2.0, 1.0083327498074364)	(3.0, 0.6722218332049577)	(4.0, 0.7002310762551642)	(5.0, 0.5601848610041313)	(6.0, 0.46215251032840843)	(7.0, 0.44114557804075344)	(8.0, 0.5601848610041313)	(9.0, 0.567187171766683)	('>10', 5.566837056228556)	('>50', 1.057348925145298)	('>100', 1.0923604789580563)	('>500', 0.0)	('>1k', 16.238358658357257)	('>5k', 69.66598977662629)	('>10k+', 0.0)
SRR3216817_1	(1.0, 1.9356492757338801)	(2.0, 1.2306114600692217)	(3.0, 0.6345340340981925)	(4.0, 0.5383925137802846)	(5.0, 0.5127547750288425)	(6.0, 0.6153057300346109)	(7.0, 0.314062299705166)	(8.0, 0.30765286501730543)	(9.0, 0.2884245609537239)	('>10', 7.697731060120497)	('>50', 1.7433662350980643)	('>100', 4.537879759005255)	('>500', 3.3264966029996152)	('>1k', 9.90257659274452)	('>5k', 0.0)	('>10k+', 66.41456223561082)
SRR3216818_1	(1.0, 2.0691473004437024)	(2.0, 1.1685630189342353)	(3.0, 0.7116812370952862)	(4.0, 0.35144752449149935)	(5.0, 0.5711022272986864)	(6.0, 0.2635856433686245)	(7.0, 0.3997715591090805)	(8.0, 0.21086851469489962)	(9.0, 0.3558406185476431)	('>10', 8.083293063304485)	('>50', 1.9724992312085403)	('>100', 9.115670166498264)	('>500', 3.6418749725431625)	('>1k', 8.742257171726047)	('>5k', 0.0)	('>10k+', 62.34239775073584)
SRR3216819_1	(1.0, 1.823661231744069)	(2.0, 1.3909280581098833)	(3.0, 1.135924580789738)	(4.0, 0.9581948844756975)	(5.0, 0.7727378100610462)	(6.0, 0.7881925662622672)	(7.0, 0.5950081137470057)	(8.0, 0.618190248048837)	(9.0, 0.27818561162197664)	('>10', 3.1914071555521213)	('>50', 1.0431960435824126)	('>100', 5.780078819256626)	('>500', 4.304149602040027)	('>1k', 77.3201452747083)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216820_1	(1.0, 3.3237271853986554)	(2.0, 2.190201729106628)	(3.0, 1.037463976945245)	(4.0, 0.8453410182516811)	(5.0, 1.248799231508165)	(6.0, 0.69164265129683)	(7.0, 0.2689721421709894)	(8.0, 0.30739673390970224)	(9.0, 0.0)	('>10', 2.9010566762728147)	('>50', 0.0)	('>100', 12.949087415946206)	('>500', 27.108549471661863)	('>1k', 47.12776176753122)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216821_1	(1.0, 2.9513444302176697)	(2.0, 1.4212548015364916)	(3.0, 1.056338028169014)	(4.0, 0.9475032010243278)	(5.0, 0.8962868117797695)	(6.0, 0.7682458386683738)	(7.0, 0.7618437900128041)	(8.0, 1.17797695262484)	(9.0, 0.4033290653008963)	('>10', 9.314980793854033)	('>50', 5.761843790012804)	('>100', 6.3572343149807935)	('>500', 13.898847631241997)	('>1k', 54.28297055057618)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216822_1	(1.0, 4.446032880629021)	(2.0, 3.230879199428163)	(3.0, 1.6297355253752681)	(4.0, 1.0293066476054324)	(5.0, 1.7869907076483202)	(6.0, 1.0293066476054324)	(7.0, 0.8005718370264474)	(8.0, 0.8005718370264474)	(9.0, 1.2866333095067906)	('>10', 11.85132237312366)	('>50', 11.408148677626876)	('>100', 16.125804145818442)	('>500', 28.720514653323804)	('>1k', 15.854181558255897)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216823_1	(1.0, 1.8496583143507974)	(2.0, 1.0933940774487472)	(3.0, 0.30068337129840544)	(4.0, 0.510250569476082)	(5.0, 0.31890660592255127)	(6.0, 0.32801822323462415)	(7.0, 0.255125284738041)	(8.0, 0.510250569476082)	(9.0, 0.6560364464692483)	('>10', 7.070615034168565)	('>50', 2.952164009111617)	('>100', 5.949886104783599)	('>500', 0.0)	('>1k', 0.0)	('>5k', 78.20501138952164)	('>10k+', 0.0)
SRR3216824_1	(1.0, 1.8412090251170712)	(2.0, 0.8514261387824607)	(3.0, 0.43103448275862066)	(4.0, 0.4895700297999148)	(5.0, 0.34589186888037465)	(6.0, 0.38314176245210724)	(7.0, 0.33524904214559387)	(8.0, 0.29799914857386123)	(9.0, 0.047892720306513405)	('>10', 7.354193273733503)	('>50', 3.4163473818646235)	('>100', 1.9476372924648786)	('>500', 10.477862920391656)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 71.78054491272881)
SRR3216825_1	(1.0, 2.988285919196749)	(2.0, 1.5778149653358835)	(3.0, 1.1116423619411906)	(4.0, 1.2431269423858475)	(5.0, 1.2550800860626345)	(6.0, 0.6454697585464977)	(7.0, 0.8367200573750896)	(8.0, 0.5737508964857757)	(9.0, 0.6454697585464977)	('>10', 6.227587855606025)	('>50', 1.1953143676786995)	('>100', 13.387520918001433)	('>500', 0.0)	('>1k', 68.31221611283767)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216826_1	(1.0, 1.9311263318112633)	(2.0, 0.7990867579908676)	(3.0, 0.5707762557077625)	(4.0, 0.1902587519025875)	(5.0, 0.3329528158295281)	(6.0, 0.3995433789954338)	(7.0, 0.532724505327245)	(8.0, 0.30441400304414)	(9.0, 0.2568493150684931)	('>10', 6.944444444444445)	('>50', 1.9596651445966513)	('>100', 8.209665144596652)	('>500', 0.0)	('>1k', 0.0)	('>5k', 77.56849315068493)	('>10k+', 0.0)
SRR3216827_1	(1.0, 4.641909814323608)	(2.0, 2.3872679045092835)	(3.0, 1.3641530882910193)	(4.0, 1.288366805608185)	(5.0, 0.5683971201212581)	(6.0, 1.0231148162182644)	(7.0, 1.3262599469496021)	(8.0, 0.9094353921940129)	(9.0, 0.6820765441455097)	('>10', 9.75748389541493)	('>50', 2.804092459264873)	('>100', 17.279272451686246)	('>500', 23.85373247442213)	('>1k', 32.11443728685108)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216828_1	(1.0, 3.782341338902425)	(2.0, 1.6011138183083886)	(3.0, 1.3574660633484164)	(4.0, 1.0210001160227404)	(5.0, 1.1022160343427312)	(6.0, 0.4872955099199443)	(7.0, 0.893375101519898)	(8.0, 0.5569091541942222)	(9.0, 0.8353637312913331)	('>10', 10.117182967861702)	('>50', 3.770739064856712)	('>100', 19.665854507483466)	('>500', 7.796728158719109)	('>1k', 47.01241443322891)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216829_1	(1.0, 2.604843021923459)	(2.0, 1.8638759453059355)	(3.0, 1.2374914063096785)	(4.0, 0.7944389275074478)	(5.0, 0.8784661217630434)	(6.0, 0.5958291956305859)	(7.0, 0.5881903597891681)	(8.0, 1.0999923611641587)	(9.0, 0.8249942708731189)	('>10', 7.417309602016653)	('>50', 1.153464212054083)	('>100', 6.454816285998014)	('>500', 0.0)	('>1k', 34.4358719731113)	('>5k', 40.05041631655335)	('>10k+', 0.0)
SRR3216830_1	(1.0, 4.306620209059234)	(2.0, 3.094076655052265)	(3.0, 1.7142857142857144)	(4.0, 1.4494773519163764)	(5.0, 0.8362369337979094)	(6.0, 0.7526132404181185)	(7.0, 0.6829268292682927)	(8.0, 0.7804878048780488)	(9.0, 0.0)	('>10', 8.05574912891986)	('>50', 2.996515679442509)	('>100', 20.43205574912892)	('>500', 0.0)	('>1k', 54.89895470383275)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216831_1	(1.0, 1.812688821752266)	(2.0, 0.7624802186735722)	(3.0, 0.49633146309883475)	(4.0, 0.48913825348870665)	(5.0, 0.5035246727089627)	(6.0, 0.17263703064307295)	(7.0, 0.2014098690835851)	(8.0, 0.4028197381671702)	(9.0, 0.5179110919292188)	('>10', 6.574593583657028)	('>50', 1.5896993238382968)	('>100', 6.178967055099985)	('>500', 3.7404689972665808)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 76.55732988059272)
SRR3216832_1	(1.0, 4.6248715313463515)	(2.0, 2.7543679342240495)	(3.0, 1.6649537512846864)	(4.0, 1.068859198355601)	(5.0, 0.7708119218910586)	(6.0, 1.0483042137718397)	(7.0, 0.7913669064748201)	(8.0, 0.4933196300102775)	(9.0, 0.4624871531346352)	('>10', 10.328879753340185)	('>50', 5.827338129496403)	('>100', 18.509763617677287)	('>500', 0.0)	('>1k', 51.65467625899281)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216833_1	(1.0, 4.304973377138325)	(2.0, 2.7189305539821005)	(3.0, 2.141157811260904)	(4.0, 1.26883425852498)	(5.0, 0.6797326384955251)	(6.0, 0.47581284694686754)	(7.0, 0.47581284694686754)	(8.0, 0.4531550923303501)	(9.0, 0.6117593746459726)	('>10', 15.747139458479664)	('>50', 5.857029568369774)	('>100', 17.07261810354594)	('>500', 31.313016880027188)	('>1k', 16.88002718930554)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216834_1	(1.0, 2.7214558750207747)	(2.0, 1.4874522187136447)	(3.0, 0.8725278377929201)	(4.0, 0.7312614259597806)	(5.0, 0.47781286355326574)	(6.0, 0.523516702675752)	(7.0, 0.378095396376932)	(8.0, 0.46534818015622403)	(9.0, 0.41133455210237657)	('>10', 9.759847099883663)	('>50', 2.4347681568888153)	('>100', 9.360977231178328)	('>500', 6.996842280206082)	('>1k', 28.818348013960442)	('>5k', 34.560412165531)	('>10k+', 0.0)
SRR3216835_1	(1.0, 3.299036420055528)	(2.0, 2.286460885187)	(3.0, 1.4698677119059285)	(4.0, 0.9145843540747999)	(5.0, 1.1432304425935)	(6.0, 0.8819206271435571)	(7.0, 0.9145843540747999)	(8.0, 0.5226196308998856)	(9.0, 0.7349338559529642)	('>10', 5.0628776743426425)	('>50', 3.054058468071207)	('>100', 12.003919647231749)	('>500', 9.145843540748)	('>1k', 58.566062387718446)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216836_1	(1.0, 2.0646669263731985)	(2.0, 1.1102454226723801)	(3.0, 0.8180755746007012)	(4.0, 0.584339696143358)	(5.0, 0.876509544215037)	(6.0, 0.5259057265290222)	(7.0, 0.7499026100506427)	(8.0, 0.38955979742890534)	(9.0, 0.2629528632645111)	('>10', 6.95364238410596)	('>50', 1.2465913517724971)	('>100', 6.856252434748734)	('>500', 0.0)	('>1k', 15.971951694585119)	('>5k', 61.58940397350994)	('>10k+', 0.0)
SRR3216837_1	(1.0, 3.3279656468062266)	(2.0, 1.9753086419753085)	(3.0, 1.4170692431561998)	(4.0, 1.116478797638218)	(5.0, 1.4492753623188406)	(6.0, 0.5797101449275363)	(7.0, 0.5260332796564681)	(8.0, 1.116478797638218)	(9.0, 0.2898550724637681)	('>10', 4.573268921095009)	('>50', 0.8373590982286634)	('>100', 17.35909822866345)	('>500', 11.969940955448202)	('>1k', 53.4621578099839)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216838_1	(1.0, 2.1778860798050563)	(2.0, 1.1422479439537008)	(3.0, 0.8452634785257386)	(4.0, 0.7005787389582698)	(5.0, 0.5711239719768504)	(6.0, 0.8681084374048126)	(7.0, 0.5863539445628998)	(8.0, 0.36551934206518427)	(9.0, 0.6853487663722205)	('>10', 4.652756625038075)	('>50', 0.41120925982333234)	('>100', 6.99055741699665)	('>500', 0.0)	('>1k', 36.92506853487664)	('>5k', 43.07797745964057)	('>10k+', 0.0)
SRR3216839_1	(1.0, 4.109402639814941)	(2.0, 2.5037420057150634)	(3.0, 1.4287658184787044)	(4.0, 1.3063001768948157)	(5.0, 0.8844740781058646)	(6.0, 0.6531500884474079)	(7.0, 0.6667573819567287)	(8.0, 0.9797251326711116)	(9.0, 0.3673969247516669)	('>10', 8.926384542114574)	('>50', 7.443189549598585)	('>100', 23.581439651653284)	('>500', 20.723908014695876)	('>1k', 26.425363995101375)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216840_1	(1.0, 2.9918182928318475)	(2.0, 1.5630724142141899)	(3.0, 1.2089388203687874)	(4.0, 0.8792282329954817)	(5.0, 0.5495176456221761)	(6.0, 0.6227866650384662)	(7.0, 0.683844181218708)	(8.0, 0.8303822200512883)	(9.0, 0.7693247038710466)	('>10', 9.732568079130541)	('>50', 1.3371596043472953)	('>100', 12.980827939919404)	('>500', 3.7916717547930148)	('>1k', 22.51801196727317)	('>5k', 39.54084747832458)	('>10k+', 0.0)
SRR3216841_1	(1.0, 3.737590033093245)	(2.0, 1.9466614755693983)	(3.0, 1.8687950165466225)	(4.0, 1.167996885341639)	(5.0, 0.9733307377846991)	(6.0, 0.8175978197391474)	(7.0, 1.226396729608721)	(8.0, 0.1557329180455519)	(9.0, 0.35039906560249173)	('>10', 5.022386606969048)	('>50', 5.08078645123613)	('>100', 20.887677632859646)	('>500', 0.0)	('>1k', 56.76464862760366)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216842_1	(1.0, 3.170119271814187)	(2.0, 1.694915254237288)	(3.0, 1.3182674199623352)	(4.0, 1.1927181418706843)	(5.0, 1.4124293785310735)	(6.0, 0.5649717514124294)	(7.0, 0.4394224733207784)	(8.0, 0.5021971123666039)	(9.0, 0.423728813559322)	('>10', 5.398618957940992)	('>50', 3.295668549905838)	('>100', 20.951035781544256)	('>500', 0.0)	('>1k', 59.635907093534215)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216843_1	(1.0, 3.0942603380765923)	(2.0, 1.9100372457262915)	(3.0, 1.146022347435775)	(4.0, 0.878617133034094)	(5.0, 0.9550186228631458)	(6.0, 0.687613408461465)	(7.0, 0.33425651800210104)	(8.0, 0.687613408461465)	(9.0, 0.6016617324037818)	('>10', 7.305892464903066)	('>50', 3.8105243052239515)	('>100', 2.6740521440168084)	('>500', 13.389361092541305)	('>1k', 62.525069238850165)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216844_1	(1.0, 1.506511791622668)	(2.0, 0.9996480112636396)	(3.0, 0.3801478352692714)	(4.0, 0.703977472720873)	(5.0, 0.5279831045406547)	(6.0, 0.3801478352692714)	(7.0, 0.19711369236184445)	(8.0, 0.1689545934530095)	(9.0, 0.31678986272439286)	('>10', 5.878211897219289)	('>50', 2.4146427314325942)	('>100', 7.47624076029567)	('>500', 5.026399155227033)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 74.02323125659979)
SRR3216845_1	(1.0, 4.438081603435934)	(2.0, 2.6485325697924123)	(3.0, 2.201145311381532)	(4.0, 1.2168933428775948)	(5.0, 1.3421617752326414)	(6.0, 0.644237652111668)	(7.0, 0.37580529706513954)	(8.0, 0.4294917680744453)	(9.0, 0.644237652111668)	('>10', 11.45311381531854)	('>50', 7.677165354330709)	('>100', 19.738725841088044)	('>500', 0.0)	('>1k', 47.19040801717967)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216846_1	(1.0, 4.140389361118728)	(2.0, 2.440361941321634)	(3.0, 1.850836303811352)	(4.0, 1.3709898546750754)	(5.0, 0.9596928982725527)	(6.0, 0.9871126953660542)	(7.0, 0.9596928982725527)	(8.0, 0.6580751302440362)	(9.0, 0.6169454346037839)	('>10', 10.488072388264328)	('>50', 3.8799012887304634)	('>100', 15.752673430216616)	('>500', 12.119550315327666)	('>1k', 43.77570605977516)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216847_1	(1.0, 1.7236165709101903)	(2.0, 0.8164499546416691)	(3.0, 0.4989416389476867)	(4.0, 0.48382219534321136)	(5.0, 0.5669791351678258)	(6.0, 0.7710916238282431)	(7.0, 0.7408527366192924)	(8.0, 0.8466888418506199)	(9.0, 0.4762624735409737)	('>10', 5.5715149682491685)	('>50', 0.8088902328394315)	('>100', 5.669791351678258)	('>500', 0.0)	('>1k', 31.629876020562442)	('>5k', 49.39522225582099)	('>10k+', 0.0)
SRR3216848_1	(1.0, 2.3557942144465613)	(2.0, 1.7322016282695307)	(3.0, 1.1952191235059761)	(4.0, 0.8314567815693747)	(5.0, 0.8661008141347654)	(6.0, 0.7275246838732028)	(7.0, 0.4850164559154686)	(8.0, 0.0)	(9.0, 0.46769443963277324)	('>10', 3.8108435821929674)	('>50', 1.420405335181015)	('>100', 12.125411397886714)	('>500', 12.627749870084878)	('>1k', 61.354581673306775)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216849_1	(1.0, 1.2088930060213061)	(2.0, 0.6021306160259379)	(3.0, 0.5974988420565076)	(4.0, 0.5372857804539138)	(5.0, 0.3242241778601204)	(6.0, 0.19453450671607225)	(7.0, 0.2918017600741084)	(8.0, 0.444650301065308)	(9.0, 0.2918017600741084)	('>10', 6.1185734136174155)	('>50', 0.5928670680870773)	('>100', 2.5335803612783696)	('>500', 0.0)	('>1k', 0.0)	('>5k', 34.45576655859194)	('>10k+', 51.806391848077816)
SRR3216850_1	(1.0, 1.8012714857546506)	(2.0, 1.2950317871438661)	(3.0, 0.8829762185071816)	(4.0, 0.6592889098186955)	(5.0, 0.7063809748057452)	(6.0, 0.49446668236402164)	(7.0, 0.6592889098186955)	(8.0, 0.47092064987049687)	(9.0, 0.5297857311043089)	('>10', 5.403814457263951)	('>50', 1.1302095596891923)	('>100', 10.230751118436544)	('>500', 10.984224158229338)	('>1k', 0.0)	('>5k', 64.75158935719332)	('>10k+', 0.0)
SRR3216851_1	(1.0, 5.1946129939322185)	(2.0, 3.315080657096345)	(3.0, 2.2199200828770165)	(4.0, 1.4207488530412906)	(5.0, 0.9619653692467071)	(6.0, 0.6215776232055645)	(7.0, 0.6215776232055645)	(8.0, 0.11839573775344087)	(9.0, 0.6659760248631049)	('>10', 10.478022791179518)	('>50', 7.592126683439396)	('>100', 28.26698238863401)	('>500', 20.512061565783632)	('>1k', 18.010951605742193)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216852_1	(1.0, 2.4109947643979055)	(2.0, 1.4764397905759163)	(3.0, 1.068062827225131)	(4.0, 0.9947643979057591)	(5.0, 0.7591623036649214)	(6.0, 0.4712041884816754)	(7.0, 0.4397905759162304)	(8.0, 0.4816753926701571)	(9.0, 0.5890052356020943)	('>10', 5.835078534031413)	('>50', 2.4659685863874343)	('>100', 6.513089005235602)	('>500', 15.376963350785342)	('>1k', 30.49476439790576)	('>5k', 30.623036649214658)	('>10k+', 0.0)
SRR3216853_1	(1.0, 0.777440243025022)	(2.0, 0.3757294747781597)	(3.0, 0.2038532256775122)	(4.0, 0.2078503477496203)	(5.0, 0.14989207770405308)	(6.0, 0.10792229594691821)	(7.0, 0.13989927252378287)	(8.0, 0.11191941801902631)	(9.0, 0.1259093452714046)	('>10', 5.621952194420018)	('>50', 1.9046286673595012)	('>100', 2.770005595970901)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 87.50299784155409)
SRR3216854_1	(1.0, 1.4316856183350026)	(2.0, 1.0487244447062982)	(3.0, 0.7423555058033348)	(4.0, 0.3063689389029635)	(5.0, 0.4418782772638897)	(6.0, 0.21210157308666705)	(7.0, 0.2062098627231485)	(8.0, 0.23566841454074117)	(9.0, 0.4242031461733341)	('>10', 5.685500500795381)	('>50', 0.0)	('>100', 0.7541389265303717)	('>500', 8.324986743651682)	('>1k', 14.894243798974843)	('>5k', 0.0)	('>10k+', 65.29193424851233)
SRR3216855_1	(1.0, 0.9737789724603134)	(2.0, 0.6491859816402089)	(3.0, 0.3803824111173099)	(4.0, 0.22315768118882184)	(5.0, 0.40574123852513067)	(6.0, 0.33473652178323277)	(7.0, 0.3905259420804382)	(8.0, 0.4463153623776437)	(9.0, 0.2738753360044632)	('>10', 5.675305573870264)	('>50', 1.151290764315058)	('>100', 0.0)	('>500', 0.0)	('>1k', 20.05376071410458)	('>5k', 0.0)	('>10k+', 69.04194350053253)
