Feature ID	Taxon	Consensus
317d12e40d388da410a8cca6e703c423	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	0.75
317f0c30c5b11e4fcaa567856cf1eed3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.625
318b168e6d702c913f19a170df1adcc8	Unassigned	1.0
318edb4c45a79dc1f896d9d98911f41c	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera	0.75
31921717848a5efcb875586d869f53f9	d__Bacteria; p__Thermodesulfobacteriota; c__Desulfuromonadia; o__Desulfuromonadales	0.545
319adbc011a6c7947ed1c4798f0db7b4	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
319effe908d096def78aeae4299e5e3f	d__Bacteria	1.0
31a87eeb670df4c02eba16dfed3a2f26	d__Bacteria; p__Thermodesulfobacteriota	0.6
31ae7e03e431c75c5d0c5b5fda2c667e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
31aecea2403d7629386c71ffa62695b0	d__Bacteria	1.0
31b258287d297cc4647f04635b54380a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marivirga	0.667
31b946d0a07c2dafb5fe7456a014f5aa	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae	1.0
31bc77d9a32c3d4283f5187c4c095567	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.55
31bdd28dc105b0bfb9c46843cedb8e83	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
31be996002be29fd3a8edd6c8ae3b765	d__Bacteria	1.0
31c44f1f4968cd41091050d67f6b9bb9	d__Bacteria; p__Bacillota; c__Bacilli	0.55
31d37f46768a97c980a43d2a98b46b36	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales	0.6
31da27897e6886cc6bc170621195491a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.769
31db9a775aade3b4404b23ec58bdef11	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.833
31dd72e98f705b1ab6f8d1dc0d5fa1a2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
31de871bad103340eaac73b2383506fe	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
31de9159049a5b41836f0ca37bef69c8	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
31dedf79c11ea745de260a64ca497954	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
31e44e87fe6318e9dde99818ca6c99bc	d__Bacteria; p__Bacillota; c__Bacilli	0.55
31e9e5621bd8f95d53b79c769a5b0e55	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Incertae_Sedis	1.0
31f14c7f5d4e962d7c6d33540b627183	d__Bacteria; p__Bacillota; c__Clostridia	0.6
31f23810ce7087481ef862d15d9fd041	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
31f5a5c6cf8316bd09961cfdd3b785ee	d__Bacteria; p__Bacillota; c__Clostridia	0.55
31f61f3664dc752b5bc95c4022e37d85	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
31f75aa78eb3094e151f2284799a2526	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales	0.6
31f97f1272252b02a2e97a93f2d37647	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
31fafc31f41c40a6477d2bc148624981	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.625
32030a38d6bf5c847bb76d4890506e88	Unassigned	1.0
320377cb4aaeb62c405a2d8d265b4021	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.8
320b1cdb4e42ec8af8cbd66dda1ba92d	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
320e12788bcddefa0195c3d72c0884f9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.65
32111bd4c5ef8047a00fa8d95883b3f5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
32113a535be903c57841a44e4c42eed0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
32140b1b2a01c5e5c91da460b5e4f317	d__Bacteria	1.0
3214a96cdb6b838015701ab2f9d68c00	d__Bacteria; p__Bacillota	0.55
3215ddc073c6860993bbd4c1fbf91f1a	d__Bacteria; p__Bacillota; c__Clostridia	0.6
3219df688485286e1cfadef4ecd3af8e	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
321b25b8eeec916d4639f2df7fa27f9d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
321b806f45ad4b7113566fcae4c1fe2c	d__Bacteria; p__Bacillota	0.55
321be92b8222000b114b8096fe5ba13e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.7
321daff083a660c06de5bf9a13a82875	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
321eefba45dcb75ba5c66b74938b5ce3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.7
322936c4dc5f63a784fdc5065305766d	d__Bacteria; p__Bacillota; c__Clostridia	0.6
32344ea2ce0dbaab2049f10fa1cf24d6	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.769
323f3d0e9ba045b6e5a37dc50c196231	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
3243928b2f67782ba1a814c874907737	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.545
324760267b2fe263a0c835e9af329c00	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae	1.0
3249e59b48e3849c787adeec4c4fa529	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales	0.571
324c38ecb98ae71d26b664b3d39f6f31	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.667
3255cf81d06162764fb685ef50b8f679	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.95
3255f2e54d2eb4a814cbacea4f841cbb	d__Bacteria; p__Bacillota	0.55
3256ab131d6618d48760347a667bb9f2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
32575801b9f4dd18c2b131505a5c6281	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.667
3259a463b4cdf52e6c9d53b81238fb48	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
325d89bbed2300b700379940f8bab876	d__Bacteria	1.0
325edf7fa33d45b73f56a3109e8250c2	d__Bacteria; p__Actinomycetota	0.55
32642c1302d34fc0495d0926bae151be	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marivirga	0.667
3267069ccf6cc8104deb75026f4c7c03	d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum	0.545
32690d5a58636cc38dec279a7fc99b65	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marivirga	1.0
3269598403af65380f312fba81118aaf	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.545
326be363659a16f603c937201d687a75	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
326e90be1d3e2772cb5b2b38d9b79cae	d__Bacteria; p__Pseudomonadota	0.55
326faf3b91b7de40ce6efebbfc2e41cb	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.6
3274478324b0219b66821d3ed8345890	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
3276b86024d70cf259d77381cc8ef4cb	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae; g__Chlamydia	1.0
32853009e6a1624f47e29cac829619f8	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.667
32891522d68b23b9fbbf71520146d04d	d__Bacteria; p__Bacillota	0.55
32895ea590c21e448647ce8f2e0c47d1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales	0.556
328cc1c122631412632509449bf31c2e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.65
328edaccec30067d9d91b1cc2b57ba4a	d__Bacteria; p__Bacillota; c__Clostridia	0.55
328fc7b7a3c74990f87d9559c6983723	d__Bacteria; p__Pseudomonadota	0.55
32909765563278ec8c64000f08542a8b	d__Bacteria	1.0
329875f6831c4c4e60747efdc24f91b0	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.55
3299e75bac4608f4288c478e52dae6ab	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
329d53798b4ef0ee47e466ca55fc8917	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.8
329f15a7105f435a81f949e5a67e49ff	d__Bacteria; p__Actinomycetota	0.55
32a0ec75b1d45c64ef789f68511a032b	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadia; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Incertae_Sedis	0.9
32a5d2b9f80fd9c0b2d23d4db2b355fe	d__Bacteria; p__Bacillota	0.55
32a6f210dc5d9380075099c50316fe49	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
32b490cf53d790edce8e7c9d9a978978	d__Bacteria	1.0
32c28357f6018d46dd57c33ac8511478	d__Bacteria; p__Bacillota	0.55
32c2e2b9604064fad4b1e3066adfe6db	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	1.0
32c8b62c364c8a10db46c694dca6b097	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
32ce437f7c9d296cdfb8a837a59a9697	d__Bacteria; p__Bacillota	0.55
32cfdd0837255fb3842fc282e432ec52	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
32d5d9f9c5402cae0a95d17bb14c6376	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.6
32de0b1d537af8748ff84b7077640b27	d__Bacteria; p__Bacillota; c__Clostridia	0.6
32e69951cbe08eb18a3878489d259091	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
32ed49f3abe5ae89f40009f404005377	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	1.0
32f0b6d721788e01ea678f4f6c47430e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
32f15ac782f3b2c974e7f753acf38d1c	d__Bacteria; p__Bacillota; c__Clostridia	0.6
32f72ad0394efb0df2b76d58fd45d4a1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
32f756af9f71ee1bbc87087d0ba2830c	d__Bacteria; p__Bacillota; c__Bacilli	0.55
32f9806818a25d458c80459ec74ea627	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
32f9efabbfb2b30fd78041bf9d41a9e3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	1.0
330040f72b8413c0a3f5b6330078c963	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
33063669c69f306576a71013056489ab	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
3309d238938cbac170f202acea8ed0ae	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
3309f6f76c2ef50b9d957254cea9487d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
330c7b20c1f70031b2fa24c9507955f7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
33110226803ff067161a30ec9cd35213	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.6
331438958d961c7bf423f5e1cc02dd0e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
331657258038535df96ea6665290782a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
33195370f4dae216c465ad43b54e3a9d	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	1.0
3320fb36a86f7a589377d243fb57e640	d__Bacteria; p__Thermodesulfobacteriota	0.55
33228a77fc32c2ef9c55a2f0716620b6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
33251b5bd6075be3a809d0cbb5260c3e	d__Bacteria	1.0
33263a811cbec41f6a41d56447a8a85d	d__Bacteria; p__Bacillota; c__Bacilli	0.55
332984af6a246195771ec1ab95e19d0d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.556
332b1aad46038c18141826c3b0aaae9e	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.909
33302ad45ee8ff76a2b164c2e394f46d	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.8
3334a9b9f204c903f555b4f132f8b0f8	d__Bacteria; p__Bacillota; c__Clostridia	0.6
333707d2a90b52e8c268e10d51eff5d7	d__Bacteria	1.0
333747e4afbe31fdc6caa400481c2509	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
33448a99038d5f266d38a529d2927130	d__Bacteria; p__Bacillota; c__Clostridia	0.6
3348482f1bdd6900ebc250a3e005f46a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
3348b7702112a82dd55d72f9e08713b6	d__Bacteria; p__Bacillota; c__Clostridia	0.55
334d51010ab089aa1b1734a4dbdf253d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
334f9f338ef6136799f4a9ef19f590f1	d__Bacteria	1.0
334fd96804dc9e900a50026987f29815	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.667
3351a35fd808a49bfb6dac987a782a9a	d__Bacteria; p__Actinomycetota	0.786
335b2b39f656f9d095de434bf80d8685	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
3362516c57f1cd42c7d8b1648c10a37c	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.9
3365db87a18b321d5bd83a96eb317fa9	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
3368860167a775825db7ab92fbdfea31	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Incertae_Sedis	0.625
337392ec388e45af50c58c2ee056ea11	d__Bacteria; p__Bacillota; c__Clostridia	0.55
33757463009dd0bb68600db7139ac168	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Incertae_Sedis	0.625
3375f057002cd31fac52802e8821d13b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.85
337938b333843186585787f6ba92c225	d__Bacteria; p__Actinomycetota	0.55
337f6154e921ff50ba500e15feac5eaf	d__Bacteria	1.0
3384b961fcee986b48f1b9bbb3e0e9ff	d__Bacteria; p__Bacillota; c__Clostridia	0.6
33936d2210c245e8c27145f460342724	d__Bacteria; p__Bacillota; c__Clostridia	0.6
3397e855a78285523607f52df8a33960	d__Bacteria; p__Actinomycetota	0.55
3397f9828bb214876daa086128fc8456	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.6
339a02de6899e7eb2340bdb18156804b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.55
339adf813ced778ad9dc253f87043be0	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
339be7cf3a9def66d296d7ea2f23b043	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales	0.625
339e51bc2b465426a51ba3d13ad0fd98	d__Bacteria; p__Bacillota	0.55
339e5368485e245d4bd990260d419e5c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
339f591673f1dec9f5770fca28e8933e	d__Bacteria; p__Bacillota; c__Clostridia	0.6
33a36fb165da17cb5bbf4372c5288ff5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
33aeb82ee809e005f92f67830cfcaf70	d__Bacteria	1.0
33b3a1b8fee9a85ae7c3c1ab7ccb3f34	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.667
33b5c448a18277d5e5896d6acabac751	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.65
33b68099f712688fce3a89de16ad7fc0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.75
33c14b40a4d663250dffefdb3ce1f5b4	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
33c31fcc2bb91a3ccc989a319d8bdd44	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.7
33c6242b3dbac2384f0566b63657fb9a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.7
33cda4849202146ad57876c3c7d52d6a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
33d0edeef11f2e3ccbabdfb7092ee106	d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.8
33d298ab63f8ee7a7aecaf59ca05480c	d__Bacteria; p__Bacillota	0.55
33d3a227b1eab48ed0b8f96348a14e4f	d__Bacteria	1.0
33d591dd6da939cd5ffa983ad2b49280	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.667
33d5a2c7d222f0b503a88a922c1312e1	d__Bacteria; p__Actinomycetota	0.55
33d9a363d3c3f32ba94e443996f39064	d__Bacteria	1.0
33db032cdd8cce4dbf645d171dc4a16a	d__Bacteria; p__Bacillota	0.55
33dfd520ff9c91bd354cb2ebda07a7cc	d__Bacteria	1.0
33e40e1016487ac0cc7ca0fb8583f9c4	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
33e4f30abdbcdc2037847b5061786fea	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
33e90df5820da0c892db079fcf9f322c	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus	0.6
33e9b6b1590ce638bc8f85a6badc333f	d__Bacteria; p__Bacillota; c__Clostridia	0.6
33eaf0b750b7c62cfe2f12cd2d78828c	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.588
33ecb81556d9e44ef19ca9f8284e0181	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.75
33edcbd23c1d0e41d70094c5e6d211d6	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae	0.7
33f70dc0f6c070e7c38c194a5f688629	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.6
33fe3dff8528345ac2468ddcf6010c35	d__Bacteria; p__Bacillota	0.6
33ff38dd065aa6f5b763ce2e94639072	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9
34033f1fb4ac8373a8e71befab4b5774	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.65
340802610af07d5705e267a814e364bd	d__Bacteria	1.0
340a9664b96ba7e07c097be749d0ae7a	Unassigned	1.0
341d0af40ca4d417d5d4b795ecb0cf34	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae	1.0
3424d9762427c90c71ac0af46e871e76	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.6
34261d5ae6eaab4f593d753f7e1e47eb	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales	0.8
342b17df4034de2cc52a412cd305db01	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
342fbfd423eda5e858a9b6efb243e2df	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
3431825b26a91b889fe0b7940f4dd4f9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
34369015bc0f18e4299dec765b8adc8a	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	0.6
343ef00908ae9a9b60ab24c40ce86c41	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
343f7ba6e6eab0b43cc9d2dc84bad320	d__Bacteria; p__Bacillota; c__Bacilli	0.55
34400119721ef128eaccce1c1e06ab18	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
3442cb052a3feb817495b9d4af522709	d__Bacteria; p__Bacillota; c__Clostridia	0.6
34456028a7bc0394218cafbccac4b365	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.9
34532c00a16daf2432a9ea46e8805b2b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
345536980b26ecd0086e1a78e6b97b5e	d__Bacteria; p__Bacillota	0.55
345b1fcc1bd94352a3b9dc8f092284a7	d__Bacteria	1.0
345b2e2f68d0022bf201b41dbd25743a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.6
345dcc18d51f44572bd67c08e5e95b8b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
345f93cb061dd6e5dbba39abf204b907	Unassigned	1.0
3463cb395db74e79676b03f9ee2c9469	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.769
3469afa1b239ff35ba72413c3b7b7842	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales	0.6
346f6286f57bc3152e02f87c44386528	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.7
347718f2c3f9a649f052a8768d5fbd31	d__Bacteria; p__Bacillota; c__Clostridia	0.55
34780eb8e9b8b6f33c8def06444e14f8	d__Bacteria; p__Bacillota; c__Clostridia	0.6
347b2fa8ba57199f2e765ce11449c9ec	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
347b3926c6f8964d5f92c2632074fcea	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
348f897a379ac487203dde6981edfaa9	d__Bacteria; p__Bacillota; c__Bacilli	0.55
349bec5acee2d9d4971585c8927548d8	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadia; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Incertae_Sedis	0.8
349cb7e482887a5cf82211adb795e40d	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
34a061cd8f8300195dac393d072c94c9	d__Bacteria; p__Bacillota	0.55
34a09ddf60cd416a63ae7cd03a8b09ed	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI	0.75
34a55e5685cd151452bc0fdd66de7b59	d__Bacteria; p__Thermodesulfobacteriota	0.692
34b1f422f96c4f0ee24e34c76e8b3bdd	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
34b28d6bdc354ff5e110aed8f9d03e3d	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
34b8ffb7f190578828990249575289df	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.75
34c0d411fd4a2de4a583097a41ad3155	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
34c2b0de381d982a3aa1a9afbaa20b52	d__Bacteria; p__Bacillota	0.55
34c47900eb91ff9cf0f8f78cf8852b79	Unassigned	1.0
34c77b0a7dc9f34fe72b2e37695794ee	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	1.0
34c94d66644c9e3e641a5040c3113f72	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	1.0
34d23910a97b03cdd41d84d6ee50fcbf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.643
34d7a9dea1daf962bb20abdbf2224b98	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.6
34dc7a7e25f644314d26df1fbb5bb01e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.75
34e143100986daf2a51fbd83e023abfe	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
34e3cae4559f0d7b31f95313020565b4	Unassigned	1.0
34e4422ef812312d7a060e3804ac3ce6	d__Bacteria; p__Actinomycetota	0.846
34e51566585afbdcb84db200d055f064	d__Bacteria; p__Bacillota; c__Clostridia	0.6
34e6d700a202839a2c2416d22ace966d	d__Bacteria; p__Bacillota; c__Clostridia	0.667
34e6dd3019805dcef9989972c300b776	Unassigned	1.0
34e78cd84d08d8e62c171480859c3c8c	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
34ebf8a5c3c5bf9ac9eeecebf8bb73b6	d__Bacteria; p__Bacillota; c__Clostridia	0.7
34ec807cb7be55043a18d9d9c72c5d3f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.85
34ee81b0a13b07cffd0054e417590892	d__Bacteria	1.0
34f167aec3ab1e1220c4059c03e03680	d__Bacteria; p__Bacillota	0.55
34f91755617894a6bffed58b71190923	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.727
34f937457eca33a3b558bf78f6b4f3e6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.75
34fa8c2064911b97edc8edb3344199d1	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
