Feature ID	Taxon	Consensus
5d219e8d41e6dcf10c02e9c081195d14	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5d21c957f6275ef5a7e2b0a96a4c0bf1	d__Bacteria; p__Bacillota	0.55
5d221fa0085441c22f58f319145bf353	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
5d252f76ce6750eb5ab41c8b43e15cff	d__Bacteria; p__Bacillota	0.55
5d2538e45a4202173c1f799743680a41	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
5d281c3609c707aea710321c7eb6ca92	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.625
5d2a21f418bfb5a9910c57ee4f2df84b	d__Bacteria	1.0
5d2d49c5972cae429654fb78ed258fac	d__Bacteria; p__Bacillota	0.833
5d3069ec2dcffec32c4126c391a834b1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.7
5d35c396260957924e237fd7ef811af7	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5d3707d291870a45c459fcd27317fe09	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.769
5d38d51d176f4ee29146b6503dea5931	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.9
5d3918ff50e32c32bd3214ba3f17872e	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales	1.0
5d3bc0911fdff2ad8cb6c27bdb2b1344	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5d3c63c2e78b4b846eaf1cf88d361eea	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.95
5d42947acfad9aae5ca2d457b0e4e4b9	d__Bacteria	1.0
5d42deb8eca579e84cb98d3fc338ddc2	d__Bacteria	1.0
5d42f13694b5888563c68b730a7af2c6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
5d4361b4618979e0d58feb2c11b28daf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.667
5d499b1fe4760e3f46375d237d1ce74e	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
5d4b167ac39c2f12582352a120704e62	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5d524bd72d7866359bf35e911bf374c9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
5d52b2f71ff1a9fa9b6875164a5392cc	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5d555ea838767d01255ebbcb4cbe0d9d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales	0.571
5d564d5db4ddb67c61b7fdfbffbe15d3	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
5d59ef22c0151b73e101d7ce3ee2ed9f	d__Bacteria; p__Actinomycetota	0.667
5d5baa0f4dcdd615c53cd604a58b2e5a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.55
5d60e36a54629aca600b5df017a6fa5d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
5d63dfe93af9aae324f86bd581af6a80	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marivirga	0.667
5d67a4f7b9adfbc8e2805e8b2d1aed04	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
5d68f943bd27f185bb25c454a6314294	d__Bacteria; p__Bacillota	0.55
5d6e2a7c43229e651814a17997edafe9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
5d6ee23084c6b9c96deb9a83295abc8a	d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.714
5d75a3626dd6503bed45b7d1d685d856	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5d7c654df814acda1697b3ddf8a2a0a6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
5d8190693387a171055f21c7d894da92	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.667
5d83919e96f5ef80dc28fabeed46d26d	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
5d87235712c34967348936a8a739377b	d__Bacteria	1.0
5d89f2ffde21dd6e035bb30648357839	d__Bacteria; p__Thermodesulfobacteriota	0.643
5d8a5d232c9274ec2ae8216b08c69c3b	Unassigned	1.0
5d8dc7fdfcacb8c6681b40b5f1554edf	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5d928c2832625e9edfe8125422c20537	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.95
5d991b75dd1fd90458fac4ca9a348a06	d__Bacteria	1.0
5d992c43307a621676c7b879ef34d337	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera	1.0
5d9b875b996ead81dba063e21c29e6f7	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5d9e365dfb8a8a547e7c19e1f5cdd191	d__Bacteria; p__Bacillota; c__Clostridia	0.667
5da3fb373df746ddce062aba45a34a9f	d__Bacteria; p__Actinomycetota	0.55
5da417303b9d65feee750babdfc369d6	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.625
5da600d76b194290cf190a2c81088b40	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
5da601c2b1e8fada6e247c1ef81aea83	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
5dac8625b3a18e5394a91dfade9bf90d	d__Bacteria	1.0
5db2fb16c3db7974d2ca3d74db4f69fa	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5db63f1c800fb2b1a469f109093e96f5	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5db93563d64010c01868ed50a4ab23a4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Incertae_Sedis	0.8
5db95fd2e1b292782877c854f27224b3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	1.0
5dba279e3c3cbbb98c881c0a0d817f5d	d__Bacteria; p__Actinomycetota	0.643
5dc17465e58548886dee16c2364f8be3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5dc45aece0de36a28335ff24016b06fc	d__Bacteria	1.0
5dcdaaac07c36bdcd218de6f90e506c2	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
5ddfc7a5ba22fe4f135f4ac8898bb406	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	1.0
5de3f44bc3fd55abbe8136ea2df9f8b8	d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum	0.6
5de41b90e4390d4053e0b18b448b92ef	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.833
5dead6bc27bcef05103eb040528280bc	d__Bacteria	1.0
5dee00113eb6ee8264478a071747e70a	d__Bacteria; p__Bacillota; c__Bacilli	0.55
5defad043b7f11dab98eeea0aa2ffe1a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.65
5df35aafb0668b9f3938d21fb435fca8	Unassigned	1.0
5df420edc8b529870dd19467ab6ae7b6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5df57ffc227fabd2e10b3d6652ccc022	d__Bacteria; p__Bacillota; c__Clostridia	0.632
5df7410f949e0ca1b749315fd42891e3	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.75
5df7f555857a72c91fefb9f4c4253cc6	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales	0.6
5dff629459aba3cb6c271047f01b6c1c	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
5dff8e345fc41207073b99e72fbcff77	d__Bacteria	1.0
5e01c6c9f062ba2e0ef9511d4a2ed1fa	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5e0e2fb8db75e5c89045229194d60e2a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
5e10365654fc0a67e542f001344c2e86	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	1.0
5e13b8eee9ce8aec10d0041a5267ab33	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.55
5e16eaeaa6a48a2515dad7bd21027f92	Unassigned	1.0
5e1b1a184f39707f87284bd6663f8422	d__Bacteria; p__Bacillota	0.55
5e2355b59dcff2e22cc406ba72232dbb	d__Bacteria	1.0
5e2956ce8904ec81875c9dda1273f451	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
5e2ac293f1ebefd2eda799e3587010ae	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marivirga	0.667
5e2bc407285af4f94aea7bc09b5674a3	d__Bacteria	1.0
5e329443d324d572bddd8acfbd56191b	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5e3a19541ef54ceaf27562cf5f8fd3eb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	1.0
5e3aca726ce18caa880cbcfdcd7d5dc7	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
5e3bcc85c2d8d58f6d505cebbe5896c1	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae	1.0
5e40e149e28705f311b13df9831464e6	d__Bacteria	1.0
5e426d6a3a17d43be69050e7c3d1c3d9	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.7
5e44648c779600657302c4787dea8375	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5e46e025bcbadf43739189665566a07e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.769
5e539f844b49557bb3cc6669122484ce	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5e548049dba693cc8e3d838492eb9034	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.714
5e59140870bb6230db6f2f4ae4d892ce	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales	0.8
5e5ff993b84105bcb38cfb842b8e11f2	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.8
5e62900b33e2c1396557927a510f2317	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5e636b0300fe3a1d4cb5d268a63d5950	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.667
5e665bef96579c0f4c9a9f876643f666	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
5e67d944bde141889b8b5e6df851fc33	d__Bacteria; p__Actinomycetota	0.55
5e6a1cd05165cd98a76c7d9c07180aba	d__Bacteria; p__Bacillota; c__Bacilli	0.55
5e760350a399c159e3298f3b00ba809f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
5e76d3a5df9738dd273c9af23d1e162e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.75
5e7b77c759f34ffc0eb8fa882089f1a7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.714
5e7d8aa84563be105e7f26b6ca8aec26	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
5e81d10770c2c85b15ad4adb7b524698	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
5e82b308c90255b225439790eddc05f4	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.727
5e8593b7671ea12eddb6f28495ce3cef	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales	0.8
5e89b55e7a841ba7b215b3c0df594e0b	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus	0.6
5e89d8ef559bed8385045943e776bee2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
5e8b2b9fdb511d4faaf27bd2866d5160	d__Bacteria; p__Bacillota; c__Bacilli	0.55
5e8c7908f40d9f9087d9c4de5dafa785	d__Bacteria; p__Actinomycetota	0.55
5e9166d8f4990af5e7ec8f9bf126b211	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.7
5e97e94c8fbb2b18fc422d4ef364b0bc	Unassigned	1.0
5ea09c998173b2770b62985028d8d819	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	1.0
5ea47811a8275ec5dadade92ce4f0434	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
5ea9fd3a939518539b981cf3cf6353d0	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
5eaa4ee21540be1b4e15c9b5cd6cc67c	d__Bacteria	1.0
5eabdebbb166576971cfc79f18eba355	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	0.667
5eaf7d645dd12e32f8fc60877f3d3843	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5eb14e635b503e6007080be60b50a1ab	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5eb370a65e67a0f4b435904e3da26153	d__Bacteria; p__Bacillota	0.55
5eb374d8246b4a6966d08e7cea1ea969	d__Bacteria; p__Bacillota	1.0
5eb4f2c567aa0b0c89105cbbe72aaa9a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5ebafbc67cbf3c6e47caca9b43ce08ef	d__Bacteria; p__Actinomycetota	0.846
5ec233a7d59a3464f308185f2d081c0a	d__Bacteria	1.0
5ec3687f10e3339095624b0c9c73de98	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
5ec49cfcf50ce81f6f13a2f605828524	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
5ec640368704568366cf1dd352268631	d__Bacteria; p__Actinomycetota	0.667
5ec80473635e19defc7cb89911f32028	d__Bacteria; p__Bacillota; c__Bacilli	0.55
5ecca33aeb2f1d4ef50c6509dfff89f5	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
5ecd0d4308d02038f859a5ee7440455b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales	0.556
5ecf4fb3d6679919084a34bd510f853d	d__Bacteria; p__Bacillota	0.733
5ed1ef230f54fff3e21aa709c65ce8dd	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9
5ed3db86975597e94b83159f49781eea	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
5ed578771114b1d89d6e412248a9f144	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
5ed65d2c74a6b3a83b8229310ee564ea	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.65
5ed915849ceab1448b5ae668b343880d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5ed9e92263445c3c2b7acd2554f36abd	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.8
5ed9f40f2ad2f090cd8398660e2c5d20	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
5eda4310dc6f7ffb20e86690a986649c	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.714
5eda7a91d9ed6c3264ab4b218bf25767	d__Bacteria	1.0
5edeea4c562438b80b83312fc6d29b14	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5ee02059e6934ffd23c69046029f2385	d__Bacteria; p__Bacillota	0.55
5ee2397581fc6364af3372465b795a97	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.667
5ee2dd7f902c4efd9877b5a13a708957	d__Bacteria; p__Thermodesulfobacteriota	0.6
5ee5bf5ebc1547aea9d338e88b0b7c3b	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae	1.0
5ee76802ed95a6a53192657618d94e98	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales	0.529
5eea498fea7b817b658a757cdc4bf4c2	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.545
5eece10b7b53a18997adf8ba421aaa30	d__Bacteria; p__Bacillota; c__Clostridia	0.615
5eedd4a5a0cd9ee42d719b6513dae389	d__Bacteria; p__Bacillota	0.55
5eeec2955917cede568c7526fd2ae97b	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.833
5ef5ace8bc8522dfc69c1ce04dc26ef2	d__Bacteria	1.0
5efa5553a225c49c39590d4d674b9d95	d__Bacteria	1.0
5efd3be47d029705cca40360f693b650	d__Bacteria; p__Bacillota; c__Clostridia	0.55
5f0145f477aa6eb2b10a0f8d041415ad	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.769
5f01df575112c225095fc344e6602779	d__Bacteria	1.0
5f02e4b813141b746944cb2ee8df9bfd	d__Bacteria	1.0
5f060f135899dde18d8c8a612c997322	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
5f07b22c4585ad13392e13d39f97682d	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces	0.667
5f0a2be10542e631c27f494beb0221d9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5f0af45dcc3031ff73fa133f78f01dff	d__Bacteria; p__Thermodesulfobacteriota; c__Desulfuromonadia	0.625
5f0b9d334999ac9ba8e2b82f6301b14b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5f0c39509129ac73cb7002f1a7519ee9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
5f0cc3fcf95f6482a8122a5cb6c5e16a	d__Bacteria	1.0
5f0eb5b2e4428f36a3520c5c03a13548	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5f17c0c54c672454611e97336674e153	d__Bacteria	1.0
5f1830963217edddc01282026d42dc1a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.833
5f1adbd22542a50a15656d4ad7f722f3	d__Bacteria	1.0
5f1cb29f03b68f9cbf4500b74f5a89b9	Unassigned	1.0
5f1dc6495d8d36b1fd4f5c61a3691f07	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.8
5f22d38e18ed1c430ac1620b4f2170de	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
5f22fccd85d2671a67a845a4076ec75f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	0.75
5f264986bd059d5e6932f2f51b4b0d9c	d__Bacteria; p__Bacillota	0.55
5f2d4a23714794536c4d7bd9e8a13546	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.833
5f2d589aeca05cfa41265dd5e23603b4	d__Bacteria; p__Bacillota	0.55
5f2f093bdadde6c69d6435927b19ea43	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
5f2f7bdf25ee7937aac10a3cf954eb8e	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
5f335395d917adc871a661bb537a004f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
5f35fb944e38444ebe01b68c4bc0c51c	d__Bacteria	1.0
5f3673305f1d86e0ddbfa1ed980368b7	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5f37b182c76be5e91454596127bf0471	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5f3a28767b6fde1b0b12e245b5408812	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.65
5f4986a16cd8765478ba67e3710c9b75	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5f4cb3bc41bef46c1d63f2f45632d1c2	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5f4f89c9e68ddd6960038f1a13bb450d	d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.714
5f55962c20142bfa0fb8f576833c1cf5	d__Bacteria; p__Bacillota	0.667
5f5ac5c1214370f6e3b14718b11adc8f	d__Bacteria; p__Bacillota	0.55
5f5af626483a0a808bf62d5c9546b6c8	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Incertae_Sedis	1.0
5f5fcc161379262c9fbece5d9c66ed53	d__Bacteria; p__Bacillota; c__Clostridia	0.75
5f6250233c2fccbbf14d68a5265af932	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.643
5f659f7960bff71361134e3d051fe61a	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5f65bd6174767719524d8bb7fa39f952	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
5f700bd71c42d27891f2a37d60e376fb	d__Bacteria	1.0
5f772428699f53279d60091ed77308c8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5f78c2076368e116ee3deb205cd19c86	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5f7ac46e1ae6c2a63ce21b1ae14dd4a6	d__Bacteria; p__Bacillota	0.55
5f7b1039e8789ade0b68ff96715ebdc1	d__Bacteria; p__Bacillota	0.55
5f8738c57dfe6744572f23927e327661	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.769
5f8ae198552bc39633ea5c3962946313	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	1.0
5f8b40b317ad3a6ae7fa6401f8727ad2	d__Bacteria; p__Actinomycetota; c__Actinobacteria	1.0
5f92443932d0deb4cf0d196b6e4fe4c0	d__Bacteria; p__Actinomycetota	0.667
5f93900647b527930a0ccdf0457ed2b5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
5f95ad32f74be3b083ae105273393407	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
5f9d71fe60828357f7ca9bd25fb606e5	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.65
5f9ebc0397ea77fc3774216f2aeb8e62	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	0.714
5fa38bb437cb6745e4e7b0c6dc6db9a1	d__Bacteria; p__Bacillota; c__Clostridia	0.6
5fa5dfaada4b9720b6b8c22d012cc13a	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
5fa858b0f31f4ec004978dad3e09621e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.6
5fb07da338fda0985e6d10ae28973790	Unassigned	1.0
5fb72c7deab7895ce3fe0013b7bf5671	d__Bacteria	1.0
5fb793fd770b5a9c9856a3b9cfbdfd52	d__Bacteria; p__Bacillota	0.55
5fbc32c528f38fb66b8bfffa7d1db553	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Incertae_Sedis; g__Incertae_Sedis	0.6
5fc3a6e3f56f7f2c123b006a429f1131	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
5fc6c86c09647343b758b04468636e2e	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.9
5fcc76a291056d0ff552ed6a8bfd1714	d__Bacteria	1.0
5fcf0b540a5bf8201dae6a8e7ad95245	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.833
5fd1935ca01021fa3bd84f1ac41ad3f3	d__Bacteria; p__Bacillota; c__Clostridia	0.55
5fd4e591119d93579de102c64da03290	d__Bacteria; p__Bacillota; c__Clostridia	0.545
5fd629d01aae21096ae83a697a860c13	d__Bacteria; p__Actinomycetota	0.55
5fdacbfd74abb06f94f87f7c539c6246	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.667
5fdbcc8e2c6669c421feea2d3d0adbc9	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7a	1.0
5fdf17ee3008638e80880670ca79d7f8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.7
5fe0b4222bb3b2c0045d9550c8adc802	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.818
5fe62dff424d6359da0d25c25699e711	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
5feb5de2668a6577e4205f5a209f2531	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.95
5ff824f7ec43e1175070fc945b624153	d__Bacteria; p__Actinomycetota	0.55
5ff9a70adc16baa015e00bf4c6f079a9	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9
60026ca74f84e74eee037a999f47e7cf	d__Bacteria	1.0
6007dcf6b08886601002d218b22e84b9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
600a8f533ee3613598bd2848d7d5fc96	d__Bacteria; p__Bacillota	0.55
6013b9e15b35c4e724eb0c323c05f9d3	d__Bacteria; p__Bacillota; c__Clostridia	0.55
6013ec86003cd14f362eba85c1bfa4f6	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.833
60160a079ca1775c855eaa345c5cb5b2	d__Bacteria	1.0
60163d3b284a964ef9cfceaae22bd71c	d__Bacteria; p__Bacillota	0.733
60169db1ec9da0ff54e089e9ce1c36d0	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
6017a1f9d02ad9a8e5405b34191a2d34	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia	1.0
601814a6b07da64f716738665a3cfb7b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
6019b1789e57ebfc651c2079d7f9c2a6	d__Bacteria	1.0
6024658040bf3a9c4f2175be46bdaa46	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.6
